OBJECTID,Place,תאריך,שעות שהייה,x,y
1940493,הרודס פאלאס - אילת,23/7/2020,מ 2020-07-23 08:30 עד 2020-07-23 09:30,34.96703290000005,29.548603800000024
1940494,מור - ראשון לציון,19/7/2020,מ 2020-07-19 15:30 עד 2020-07-19 16:30,34.803161000000046,31.949776000000043
1940495,חוף סירונית - נתניה,21/7/2020,מ 2020-07-21 19:00 עד 2020-07-21 21:00,34.848258300000055,32.33064550000006
1940496,חוף סירונית - נתניה,24/7/2020,מ 2020-07-24 12:00 עד 2020-07-24 14:00,34.848258300000055,32.33064550000006
1940497,צומת חולון/דרך בן צבי - תל אביב יפו,22/7/2020,מ 2020-07-22 19:30 עד 2020-07-22 20:30,34.77745100000004,32.03916900000007
1940498,מבנה באר שבע - באר שבע,21/7/2020,מ 2020-07-21 12:00 עד 2020-07-21 15:00,34.81205350000005,31.24612590000004
1940499,עופר גרנד קניון - באר שבע,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-20 15:00,34.77173360000006,31.25037050000003
1940500,קניון עופר רחובות - רחובות,24/7/2020,מ 2020-07-24 12:00 עד 2020-07-24 13:00,34.80682420000005,31.89330680000006
1940501,רמות ב' - ירושלים,19/7/2020,מ 2020-07-19 12:30 עד 2020-07-19 13:30,35.19596800000005,31.81017600000007
1940502,מלון פגסוס אילת pegasus hotel - אילת,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-22 12:30,34.95963000000006,29.555589000000055
1940503,מלון פגסוס אילת pegasus hotel - אילת,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-22 12:30,34.95963000000006,29.555589000000055
1940504,כפר כנא - כפר כנא,24/7/2020,מ 2020-07-24 08:00 עד 2020-07-24 13:00,35.34981700000003,32.76011200000005
1940505,המקסיקני - נתיבות,20/7/2020,מ 2020-07-20 23:00 עד 2020-07-20 23:30,34.59858650000007,31.41899060000003
1940506,שליס - נתיבות,23/7/2020,מ 2020-07-23 22:30 עד 2020-07-23 23:30,34.599946500000044,31.419377500000053
1940507,רויאל ביץ' אילת - אילת,24/7/2020,מ 2020-07-24 12:00 עד 2020-07-24 22:00,34.96314160000003,29.549386000000027
1940508,ג'פניקה אילת -JAPANIKA - אילת,24/7/2020,מ 2020-07-24 14:00 עד 2020-07-24 15:30,34.96482600000007,29.548520300000064
1940509,"יהושע חנקין 79, חולון",22/7/2020,מ 2020-07-22 08:30 עד 2020-07-22 09:30,34.77886500000005,32.01893090000004
1940510,בית הכנסת הליגמן - בני ברק,23/7/2020,מ 2020-07-23 10:00 עד 2020-07-23 12:00,34.833079000000055,32.086032000000046
1940511,שופרסל דיל רננים - רעננה,23/7/2020,מ 2020-07-23 07:00 עד 2020-07-23 16:00,34.87829960000005,32.19743220000004
1940512,בית כנסת איצקוביץ - בני ברק,23/7/2020,מ 2020-07-24 00:00 עד 2020-07-24 00:30,34.83557150000007,32.08598520000004
1940513,ביתילי - פתח תקווה,20/7/2020,מ 2020-07-20 10:00 עד 2020-07-20 17:00,34.89380300000005,32.10215450000004
1940514,ביתילי - פתח תקווה,21/7/2020,מ 2020-07-21 15:00 עד 2020-07-21 20:00,34.89380300000005,32.10215450000004
1940515,בית כנסת זכור לאברהם - אשקלון,21/7/2020,מ 2020-07-22 06:00 עד 2020-07-22 07:00,34.57994820000005,31.69402660000003
1940516,בית הכנסת חסדא - Bnei Brak,22/7/2020,מ 2020-07-22 08:00 עד 2020-07-22 09:30,34.83379000000008,32.081857600000035
1940517,בית הכנסת הליגמן - בני ברק,22/7/2020,מ 2020-07-22 10:00 עד 2020-07-22 13:30,34.833079000000055,32.086032000000046
1940518,בית כנסת איצקוביץ - בני ברק,22/7/2020,מ 2020-07-23 00:00 עד 2020-07-23 00:30,34.83557150000007,32.08598520000004
1940519,בית הכנסת הליגמן - בני ברק,21/7/2020,מ 2020-07-21 10:00 עד 2020-07-21 13:00,34.833079000000055,32.086032000000046
1940520,הליכות חיים - בני ברק,21/7/2020,מ 2020-07-21 13:00 עד 2020-07-21 13:30,34.83202830000005,32.08401440000006
1940521,ביתילי - פתח תקווה,23/7/2020,מ 2020-07-23 15:00 עד 2020-07-23 20:00,34.89380300000005,32.10215450000004
1940522,"התע""ש 27, כפר סבא",23/7/2020,מ 2020-07-23 18:30 עד 2020-07-23 19:00,34.92748070000005,32.17790790000004
1940523,בית כנסת איצקוביץ - בני ברק,20/7/2020,מ 2020-07-21 00:00 עד 2020-07-21 00:30,34.83557150000007,32.08598520000004
1940524,"דובנוב 24, תל אביב יפו",21/7/2020,מ 2020-07-21 18:00 עד 2020-07-21 21:30,34.78335030000005,32.078623400000026
1940525,"שלמה אבן גבירול 14, תל אביב יפו",21/7/2020,מ 2020-07-21 21:45 עד 2020-07-21 21:55,34.78199050000006,32.07293480000004
1940526,מכללת ״הדרים״ - שדה ורבורג,22/7/2020,מ 2020-07-22 08:30 עד 2020-07-22 10:30,34.91040410000005,32.203440700000044
1940527,"דרך קיבוץ גלויות 45, תל אביב יפו",22/7/2020,מ 2020-07-22 17:00 עד 2020-07-22 19:00,34.76831850000008,32.05207430000007
1940528,קפה 111 - רמת השרון,20/7/2020,מ 2020-07-20 10:00 עד 2020-07-20 12:00,34.841520600000024,32.151630700000055
1940529,יוחננוף - אור יהודה,22/7/2020,מ 2020-07-22 18:00 עד 2020-07-22 19:30,34.84818020000006,32.03478510000008
1940530,תחנת כיבוי אש יטבתה - יוטבתה,21/7/2020,מ 2020-07-21 07:00 עד 2020-07-21 23:30,35.05922700000008,29.896322000000055
1940531,"העמל 20, בת ים",23/7/2020,מ 2020-07-23 15:00 עד 2020-07-23 16:30,34.747454600000026,32.00459150000006
1940532,יו קורל ביץ' קלאב - אילת,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-19 10:00,34.92371890000004,29.51423520000003
1940533,יו קורל ביץ' קלאב - אילת,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 14:00,34.92371890000004,29.51423520000003
1940534,יו קורל ביץ' קלאב - אילת,19/7/2020,מ 2020-07-19 14:00 עד 2020-07-19 15:00,34.92371890000004,29.51423520000003
1940535,מעון ויצו נתניה דורה - נתניה,22/7/2020,מ 2020-07-22 13:00 עד 2020-07-22 13:30,34.85471940000008,32.296975900000064
1940536,מעון ויצו נתניה דורה - נתניה,22/7/2020,מ 2020-07-22 20:00 עד 2020-07-22 20:30,34.85471940000008,32.296975900000064
1940537,עזרא/דבורה הנביאה - בני ברק,21/7/2020,מ 2020-07-21 23:00 עד 2020-07-21 23:30,34.83657500000004,32.07710600000007
1940538,"ממתקי רמי חיים בע""מ - בני ברק",21/7/2020,מ 2020-07-21 18:00 עד 2020-07-21 18:30,34.82552970000006,32.090553200000045
1940539,"הטיילת 16, ראשון לציון",24/7/2020,מ 2020-07-24 14:00 עד 2020-07-24 14:30,34.732509400000026,31.998852600000077
1940540,גרג קפה - מודיעין מכבים רעות,20/7/2020,מ 2020-07-20 17:30 עד 2020-07-20 19:00,35.00901500000003,31.899381000000066
1940541,שוק רמלה - רמלה,21/7/2020,מ 2020-07-21 12:30 עד 2020-07-21 13:00,34.874207400000046,31.925329900000065
1940542,האופה מבגדד - פתח תקווה,23/7/2020,מ 2020-07-23 08:30 עד 2020-07-23 09:00,34.892652300000066,32.10612080000004
1940543,בנק לאומי - כפר סבא,23/7/2020,מ 2020-07-23 10:00 עד 2020-07-23 11:00,34.90785360000007,32.17554080000008
1940544,כנסייה מרונית - נצרת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,35.29510700000003,32.704165000000046
1940545,"זיגלבוים 9, לוד",20/7/2020,מ 2020-07-20 17:30 עד 2020-07-20 20:00,34.88921110000007,31.939039300000047
1940546,המוציא- מסעדת השף של אבי לוי - ירושלים,20/7/2020,מ 2020-07-20 17:20 עד 2020-07-20 18:15,35.213260200000036,31.78554280000003
1940547,שוק עירוני - נתניה,23/7/2020,מ 2020-07-23 14:00 עד 2020-07-23 15:00,34.85902710000005,32.33020790000006
1940548,אושר עד בני ברק - בני ברק,23/7/2020,מ 2020-07-23 23:00 עד 2020-07-23 23:30,34.83010420000005,32.09893020000004
1940549,מחסני מזון אושר עד - קריית ביאליק,23/7/2020,מ 2020-07-23 18:00 עד 2020-07-23 20:00,35.098291000000074,32.86182350000007
1940550,רמי לוי האורזים נתניה - נתניה,24/7/2020,מ 2020-07-24 11:00 עד 2020-07-24 12:00,34.87148490000004,32.322036500000024
1940551,"דב פרומר 14, חיפה",19/7/2020,מ 2020-07-19 16:00 עד 2020-07-19 18:00,35.07134370000006,32.838104000000044
1940552,"קראוזה 8, נתניה",22/7/2020,מ 2020-07-22 09:00 עד 2020-07-22 16:00,34.85489620000004,32.32780440000005
1940553,"קראוזה 8, נתניה",23/7/2020,מ 2020-07-23 08:30 עד 2020-07-23 14:30,34.85489620000004,32.32780440000005
1940554,קניון אבנת - פתח תקווה,22/7/2020,מ 2020-07-22 17:30 עד 2020-07-22 18:30,34.865522000000055,32.092711000000065
1940555,"המכבים 32, פתח תקווה",23/7/2020,מ 2020-07-23 07:00 עד 2020-07-23 15:00,34.886892000000046,32.09807220000005
1940556,"מרדכי בן דרור 4, פתח תקווה",23/7/2020,מ 2020-07-23 09:30 עד 2020-07-23 10:30,34.887410500000044,32.09861140000004
1940557,"בלפור 7, פתח תקווה",24/7/2020,מ 2020-07-24 09:00 עד 2020-07-24 10:00,34.884330000000034,32.081791500000065
1940558,"רוטשילד 119, פתח תקווה",22/7/2020,מ 2020-07-22 12:30 עד 2020-07-22 15:00,34.88378050000006,32.08180190000007
1940559,נווה נוי - באר שבע,19/7/2020,מ 2020-07-19 19:30 עד 2020-07-19 20:00,34.78438700000004,31.231480000000033
1940560,קרית נורדאו - נתניה,21/7/2020,מ 2020-07-21 18:15 עד 2020-07-21 20:30,34.85577100000006,32.28288300000003
1940561,אושילנד - כפר סבא,22/7/2020,מ 2020-07-22 12:00 עד 2020-07-22 13:00,34.92929000000004,32.164086000000054
1940562,קפה קפה - תל אביב יפו,20/7/2020,מ 2020-07-20 20:30 עד 2020-07-20 23:00,34.77273800000006,32.096611600000074
1940563,יש בשכונה - אור יהודה,21/7/2020,מ 2020-07-21 17:00 עד 2020-07-21 18:30,34.859097200000065,32.025773600000036
1940564,סיטי קפה פלורנטין - תל אביב יפו,19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 19:30,34.77090100000004,32.05621300000007
1940565,סיטי קפה פלורנטין - תל אביב יפו,21/7/2020,מ 2020-07-21 11:00 עד 2020-07-21 19:30,34.77090100000004,32.05621300000007
1940566,סיטי קפה פלורנטין - תל אביב יפו,22/7/2020,מ 2020-07-22 11:00 עד 2020-07-22 19:30,34.77090100000004,32.05621300000007
1940567,סיטי קפה פלורנטין - תל אביב יפו,23/7/2020,מ 2020-07-23 11:00 עד 2020-07-23 19:30,34.77090100000004,32.05621300000007
1940568,"המלך ג'ורג' 70, תל אביב יפו",20/7/2020,מ 2020-07-20 10:30 עד 2020-07-20 17:30,34.77692140000005,32.076073300000076
1940569,מגדל המאה - תל אביב יפו,20/7/2020,מ 2020-07-20 09:00 עד 2020-07-20 10:00,34.78238490000007,32.086604900000054
1940570,"רוטשילד 31, בת ים",20/7/2020,מ 2020-07-20 18:00 עד 2020-07-20 18:45,34.74698110000003,32.027190000000076
1940571,שפאגט - תל אביב יפו,21/7/2020,מ 2020-07-21 21:30 עד 2020-07-21 23:30,34.77075200000007,32.06519110000005
1940572,קניון הבאר - ראשון לציון,23/7/2020,מ 2020-07-23 15:00 עד 2020-07-23 15:15,34.774031800000046,31.975749500000063
1940573,יש חסד בארות יצחק - בארות יצחק,19/7/2020,מ 2020-07-19 11:30 עד 2020-07-19 13:00,34.90857150000005,32.046829900000034
1940574,מלון פגסוס אילת pegasus hotel - אילת,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-22 13:00,34.95963000000006,29.555589000000055
1940575,סופט רייד - רמת גן,26/7/2020,מ 2020-07-26 16:00 עד 2020-07-26 18:00,34.82417010000006,32.07472180000008
1940576,"חיים עוזר 15, פתח תקווה",26/7/2020,מ 2020-07-26 23:30 עד 2020-07-27 00:20,34.88696710000005,32.08870310000003
1940577,"לסקוב 26, תל אביב יפו",20/7/2020,מ 2020-07-20 07:30 עד 2020-07-20 16:00,34.78381020000006,32.072702900000024
1940578,"לסקוב 26, תל אביב יפו",21/7/2020,מ 2020-07-21 07:30 עד 2020-07-21 16:00,34.78381020000006,32.072702900000024
1940579,"לסקוב 26, תל אביב יפו",22/7/2020,מ 2020-07-22 07:30 עד 2020-07-22 16:00,34.78381020000006,32.072702900000024
1940580,אופני אופקים - מודיעין עילית,21/7/2020,מ 2020-07-21 11:15 עד 2020-07-21 13:30,35.04328700000008,31.929418800000064
1940581,סופר חסד - רחובות,22/7/2020,מ 2020-07-22 20:00 עד 2020-07-22 20:30,34.812756200000024,31.893900900000062
1940582,"זאב ז'בוטינסקי 2, רמת גן",22/7/2020,מ 2020-07-22 14:00 עד 2020-07-22 17:00,34.800973000000056,32.08219280000003
1940583,שיפודי הכיכר - בית שאן,21/7/2020,מ 2020-07-21 12:30 עד 2020-07-21 14:30,35.49303480000003,32.50193180000008
1940584,יו מג'יק פאלאס - אילת,18/7/2020,מ 2020-07-19 00:00 עד 2020-07-19 11:00,34.95984930000003,29.554801600000076
1940585,פיצה מאסטרו - הרצליה,21/7/2020,מ 2020-07-21 17:00 עד 2020-07-21 23:00,34.83250000000004,32.163611100000026
1940586,פיצה מאסטרו - הרצליה,22/7/2020,מ 2020-07-22 17:00 עד 2020-07-22 23:00,34.83250000000004,32.163611100000026
1940587,פיצה מאסטרו - הרצליה,23/7/2020,מ 2020-07-23 17:00 עד 2020-07-23 23:00,34.83250000000004,32.163611100000026
1940588,מנגו - רחובות,23/7/2020,מ 2020-07-23 11:00 עד 2020-07-23 14:00,34.806096000000025,31.892595500000027
1940589,איכילוב - תל אביב יפו,23/7/2020,מ 2020-07-23 11:00 עד 2020-07-23 15:00,34.790136000000075,32.080279200000064
1940590,איכילוב - תל אביב יפו,23/7/2020,מ 2020-07-23 15:00 עד 2020-07-23 15:30,34.790136000000075,32.080279200000064
1940591,Be - נתניה,21/7/2020,מ 2020-07-21 09:00 עד 2020-07-21 10:30,34.869474300000036,32.30683280000005
1940592,תנובת השדה - חולון,19/7/2020,מ 2020-07-19 19:45 עד 2020-07-19 20:15,34.773679800000025,32.02269830000006
1940593,קנקי סושי בר יין - תל אביב יפו,19/7/2020,מ 2020-07-19 22:30 עד 2020-07-19 23:59,34.769872500000076,32.077045300000066
1940594,אושר עד בית שמש - בית שמש,23/7/2020,מ 2020-07-23 15:00 עד 2020-07-23 16:00,34.99224060000006,31.747354200000075
1940595,סופר-פארם בן גוריון - רמת גן,25/7/2020,מ 2020-07-25 15:15 עד 2020-07-25 15:35,34.818747700000074,32.07440890000004
1940596,שוק עירוני - באר שבע,22/7/2020,מ 2020-07-22 10:00 עד 2020-07-22 11:30,34.796446900000035,31.240548200000035
1940597,ברכל - אלעד,24/7/2020,מ 2020-07-24 11:00 עד 2020-07-24 12:00,34.959981500000026,32.05126700000005
1940598,כל בו חצי חינם - הוד השרון,21/7/2020,מ 2020-07-21 13:30 עד 2020-07-21 14:00,34.90192600000006,32.132119000000046
1940599,היקב - נתניה,24/7/2020,מ 2020-07-24 12:00 עד 2020-07-24 14:00,34.84959770000006,32.32923500000004
1940600,בית חולים תל השומר - רמת גן,20/7/2020,מ 2020-07-20 07:00 עד 2020-07-20 18:00,34.837893800000074,32.05210610000006
1940601,שופרסל דיל - פתח תקווה,21/7/2020,מ 2020-07-21 20:30 עד 2020-07-21 22:00,34.85978840000007,32.08786440000006
1940602,משק קירשנר - בית אלעזרי,24/7/2020,מ 2020-07-24 10:00 עד 2020-07-24 11:00,34.78507080000003,31.834614300000055
1940603,איקאה IKEA - ראשון לציון,20/7/2020,מ 2020-07-20 17:00 עד 2020-07-20 18:00,34.77126100000004,31.95156000000003
1940604,"השקד 4, תל מונד",24/7/2020,מ 2020-07-24 10:00 עד 2020-07-24 10:30,34.91851610000003,32.25772560000007
1940605,"תלמוד תורה תשב""ר - בני ברק",25/7/2020,מ 2020-07-25 08:30 עד 2020-07-25 10:30,34.834928200000036,32.08128330000005
1940606,בית הכנסת נצח ישראל - בני ברק,25/7/2020,מ 2020-07-25 10:00 עד 2020-07-25 10:30,34.82833850000003,32.08731360000007
1940607,עופר גרנד קניון חיפה - חיפה,24/7/2020,מ 2020-07-24 08:00 עד 2020-07-24 13:00,35.007822400000066,32.78971100000007
1940608,עופר גרנד קניון חיפה - חיפה,24/7/2020,מ 2020-07-24 10:00 עד 2020-07-24 13:00,35.007822400000066,32.78971100000007
1940609,"דודו עזרא בע""מ - רמת יוחנן",21/7/2020,מ 2020-07-22 06:00 עד 2020-07-22 16:00,35.11753270000003,32.78880230000004
1940610,"דודו עזרא בע""מ - רמת יוחנן",22/7/2020,מ 2020-07-23 06:00 עד 2020-07-23 16:00,35.11753270000003,32.78880230000004
1940611,ביטוח לאומי - עפולה,21/7/2020,מ 2020-07-21 11:30 עד 2020-07-21 12:00,35.29059300000006,32.60678000000007
1940612,משרד הפנים - עפולה,21/7/2020,מ 2020-07-21 11:00 עד 2020-07-21 11:30,35.29756620000006,32.60336650000005
1940613,מקדונלד'ס - אור יהודה,21/7/2020,מ 2020-07-21 13:40 עד 2020-07-21 14:10,34.85587700000008,32.03135000000003
1940614,ארומה - Modi`in,23/7/2020,מ 2020-07-23 08:00 עד 2020-07-23 08:30,34.963278600000024,31.88965360000003
1940615,יוחננוף - אירפורט סיטי,23/7/2020,מ 2020-07-23 20:30 עד 2020-07-23 21:00,34.91458740000007,31.98606140000004
1940616,אושר עד ראשון לציון - ראשון לציון,22/7/2020,מ 2020-07-22 13:00 עד 2020-07-22 16:00,34.76106980000003,31.99084890000006
1940617,Twentysix - ראשון לציון,24/7/2020,מ 2020-07-24 14:15 עד 2020-07-24 14:30,34.77420820000003,31.99032020000004
1940618,זארה - ראשון לציון,26/7/2020,מ 2020-07-26 09:00 עד 2020-07-26 15:00,34.774427400000036,31.99010670000007
1940619,עידן 88 - אשקלון,26/7/2020,מ 2020-07-26 15:30 עד 2020-07-26 16:00,34.595274000000074,31.662379600000065
1940620,ממתקי אלי - אשקלון,24/7/2020,מ 2020-07-24 12:30 עד 2020-07-24 13:00,34.576629000000025,31.669352700000047
1940621,"שדרות ירושלים & שדרות הבעש""ט - תל אביב יפו",24/7/2020,מ 2020-07-24 20:00 עד 2020-07-24 21:00,34.755421700000056,32.03802280000008
1940622,טיב טעם נתניה - נתניה,22/7/2020,מ 2020-07-22 15:30 עד 2020-07-22 16:00,34.86285280000004,32.273965700000076
1940623,שופרסל דיל - רחובות,23/7/2020,מ 2020-07-23 15:00 עד 2020-07-23 15:30,34.78957400000007,31.89191100000005
1940624,קניון עזריאלי רמלה - רמלה,21/7/2020,מ 2020-07-21 13:30 עד 2020-07-21 14:00,34.86396290000005,31.925754900000072
1940625,שופרסל דיל קניון הצומת - כפר סבא,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 18:00,34.89101370000003,32.17453210000008
1940626,"י""ד הבנים 30, פתח תקווה",19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 13:00,34.88163120000007,32.073535900000024
1940627,"י""ד הבנים 30, פתח תקווה",19/7/2020,מ 2020-07-19 16:30 עד 2020-07-19 19:00,34.88163120000007,32.073535900000024
1940628,"בית כנסת תפארת הרש""ש - אלעד",21/7/2020,מ 2020-07-21 09:00 עד 2020-07-21 15:00,34.954895400000055,32.047407400000054
1940629,החוף הנפרד הרצליה - הרצליה,24/7/2020,מ 2020-07-24 08:30 עד 2020-07-24 10:30,34.79383160000003,32.15214450000008
1940630,"הרב סורוצקין 9, בני ברק",23/7/2020,מ 2020-07-23 19:00 עד 2020-07-23 21:00,34.842169900000044,32.08555590000003
1940631,"נחום 18, בני ברק",23/7/2020,מ 2020-07-23 07:00 עד 2020-07-23 08:00,34.83997490000007,32.08425640000007
1940632,סופר-פארם קרית ים - קרית ים,20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 15:30,35.06933580000003,32.84308160000006
1940633,פוליצר כרכור - Pardes Hanna-Karkur,22/7/2020,מ 2020-07-22 14:00 עד 2020-07-22 15:00,34.98789860000005,32.48097900000005
1940634,"הזית 288, ספסופה",23/7/2020,מ 2020-07-24 00:00 עד 2020-07-24 23:30,35.433737000000065,33.01442000000003
1940635,"""שוויצריה הקטנה""",24/7/2020,מ 2020-07-25 00:00 עד 2020-07-25 19:00,35.025474100000054,32.745603800000026
1940636,אופטיקה לייבוב - בני ברק,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 20:30,34.82552700000008,32.09027200000003
1940637,מקס 20 - בני ברק,19/7/2020,מ 2020-07-19 18:30 עד 2020-07-19 19:00,34.82570270000008,32.09012000000007
1940638,שופרסל - כפר סבא,21/7/2020,מ 2020-07-21 08:30 עד 2020-07-21 12:00,34.89143420000005,32.19185630000004
1940639,ביג פאשן נצרת - נצרת,25/7/2020,מ 2020-07-25 21:30 עד 2020-07-25 22:00,35.30108360000003,32.69600330000003
1940640,שופרסל שלי - מגדל העמק,22/7/2020,מ 2020-07-22 08:00 עד 2020-07-22 09:00,35.24339290000006,32.678268400000036
1940641,"קופת חולים מכבי חיפה, סניף ראשי - חיפה",27/7/2020,מ 2020-07-27 10:30 עד 2020-07-27 11:00,35.001923600000055,32.80696190000003
1940642,יוחננוף נתניה - נתניה,23/7/2020,מ 2020-07-23 18:30 עד 2020-07-23 19:30,34.86640610000006,32.28686110000007
1940643,"הרב משולם ראט 5, בני ברק",20/7/2020,מ 2020-07-20 08:30 עד 2020-07-20 11:30,34.84318730000007,32.09550880000006
1940644,בית כנסת יגדיל תורה - אור יהודה,25/7/2020,מ 2020-07-25 16:00 עד 2020-07-25 17:00,34.84384290000003,32.03153370000007
1940645,מועדון הספורט רנסנס - תל אביב יפו,22/7/2020,מ 2020-07-22 16:00 עד 2020-07-22 17:30,34.78763600000008,32.11530400000004
1940646,ארקפה - נתניה,22/7/2020,מ 2020-07-22 13:00 עד 2020-07-22 13:45,34.86315810000008,32.27502090000007
1940647,שוק התקווה - תל אביב יפו,24/7/2020,מ 2020-07-24 12:00 עד 2020-07-24 13:00,34.79052000000007,32.05297980000006
1940648,"יוני נתניהו 21, גבעת שמואל",22/7/2020,מ 2020-07-22 21:00 עד 2020-07-22 22:00,34.85467780000005,32.07541670000006
1940649,"יוני נתניהו 21, גבעת שמואל",23/7/2020,מ 2020-07-23 21:00 עד 2020-07-23 22:30,34.85467780000005,32.07541670000006
1940650,"שדרות דרום אפריקה 67, אשקלון",19/7/2020,מ 2020-07-19 18:30 עד 2020-07-19 19:00,34.570142100000055,31.68027490000003
1940651,טורעאן - טורעאן,22/7/2020,מ 2020-07-22 10:30 עד 2020-07-22 22:00,35.381943800000045,32.782130100000074
1940652,עזרה ואחווה - בני ברק,20/7/2020,מ 2020-07-20 20:30 עד 2020-07-20 21:30,34.84003100000007,32.078815700000064
1940653,"דרך אם המושבות 94, פתח תקווה",21/7/2020,מ 2020-07-21 20:00 עד 2020-07-21 22:00,34.84972320000003,32.10071410000006
1940654,"הרב שלום שבזי 30, ראש העין",22/7/2020,מ 2020-07-22 18:30 עד 2020-07-22 19:00,34.94381370000008,32.096033300000045
1940655,"הרב שלום שבזי 30, ראש העין",23/7/2020,מ 2020-07-23 18:30 עד 2020-07-23 19:00,34.94381370000008,32.096033300000045
1940656,"השלושה 35, בני ברק",24/7/2020,מ 2020-07-24 09:00 עד 2020-07-24 10:00,34.83781300000004,32.08902400000005
1940657,דיזנגוף סנטר קניות - תל אביב יפו,24/7/2020,מ 2020-07-24 12:00 עד 2020-07-24 15:00,34.77493950000007,32.07502240000008
1940658,המזווה בוטיק אוכל- הרצליה - הרצליה,23/7/2020,מ 2020-07-23 19:00 עד 2020-07-23 20:00,34.814838500000064,32.162855200000024
1940659,ישיבת נתיבות חכמה וולפסון - ירושלים,23/7/2020,מ 2020-07-23 10:00 עד 2020-07-23 13:00,35.18550430000005,31.761920600000053
1940660,"האר""י 100, צפת",23/7/2020,מ 2020-07-23 23:30 עד 2020-07-24 01:00,35.49039320000003,32.96862740000006
1940661,"הנשיא 6, גבעת שמואל",25/7/2020,מ 2020-07-25 09:30 עד 2020-07-25 11:00,34.84847700000006,32.08200300000004
1940662,קידום מודיעין - הכנה לפסיכומטרי - מודיעין מכבים רעות,23/7/2020,מ 2020-07-23 09:00 עד 2020-07-23 14:00,35.00163200000003,31.90924300000006
1940663,קידום מודיעין - הכנה לפסיכומטרי - מודיעין מכבים רעות,21/7/2020,מ 2020-07-21 09:00 עד 2020-07-21 14:00,35.00163200000003,31.90924300000006
1940664,כנסייה מרונית - נצרת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 18:30,35.29510700000003,32.704165000000046
1940665,הפיראט האדום בית יהושע - בית יהושע,20/7/2020,מ 2020-07-20 12:30 עד 2020-07-20 13:30,34.85857620000007,32.259916900000064
1940666,קניון בת ים - בת ים,21/7/2020,מ 2020-07-21 17:30 עד 2020-07-21 21:15,34.75616730000007,32.015182700000025
1940667,"הורדים 8, רכסים",21/7/2020,מ 2020-07-21 22:00 עד 2020-07-21 22:30,35.096266900000046,32.75588310000006
1940668,"הורדים 8, רכסים",22/7/2020,מ 2020-07-22 08:00 עד 2020-07-22 09:00,35.096266900000046,32.75588310000006
1940669,"הורדים 8, רכסים",21/7/2020,מ 2020-07-21 08:00 עד 2020-07-21 09:00,35.096266900000046,32.75588310000006
1940670,כולל נר ישראל - רכסים,22/7/2020,מ 2020-07-22 09:30 עד 2020-07-22 13:00,35.10092120000007,32.75288380000006
1940671,כולל נר ישראל - רכסים,21/7/2020,מ 2020-07-21 09:30 עד 2020-07-21 13:00,35.10092120000007,32.75288380000006
1940672,כולל נר ישראל - רכסים,23/7/2020,מ 2020-07-23 16:00 עד 2020-07-23 19:30,35.10092120000007,32.75288380000006
1940673,כולל נר ישראל - רכסים,22/7/2020,מ 2020-07-22 16:00 עד 2020-07-22 19:30,35.10092120000007,32.75288380000006
1940674,כולל נר ישראל - רכסים,21/7/2020,מ 2020-07-21 16:00 עד 2020-07-21 19:30,35.10092120000007,32.75288380000006
1940675,"הורדים 8, רכסים",24/7/2020,מ 2020-07-24 08:00 עד 2020-07-24 09:00,35.096266900000046,32.75588310000006
1940676,כולל נר ישראל - רכסים,23/7/2020,מ 2020-07-23 09:30 עד 2020-07-23 13:00,35.10092120000007,32.75288380000006
1940677,"הורדים 8, רכסים",23/7/2020,מ 2020-07-23 08:00 עד 2020-07-23 09:00,35.096266900000046,32.75588310000006
1940678,רחבת הכותל המערבי - ירושלים,21/7/2020,מ 2020-07-21 19:33 עד 2020-07-21 20:20,35.233772900000076,31.776615200000037
1940679,ספורטל - רעננה,23/7/2020,מ 2020-07-23 13:34 עד 2020-07-23 14:23,34.876548900000046,32.19511670000003
1940680,Spices Outlet - חיפה,23/7/2020,מ 2020-07-23 08:00 עד 2020-07-23 17:00,35.05524710000003,32.80913730000003
1940681,"רבי פנחס בן יאיר 33, אלעד",19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 09:00,34.96002510000005,32.051120000000026
1940682,רמי לוי האורזים נתניה - נתניה,22/7/2020,מ 2020-07-22 19:00 עד 2020-07-22 20:00,34.87148490000004,32.322036500000024
1940683,שוק פתח תקווה - פתח תקווה,23/7/2020,מ 2020-07-24 06:40 עד 2020-07-24 07:05,34.881962000000044,32.090501000000074
1940684,כל בו חצי חינם - הוד השרון,21/7/2020,מ 2020-07-21 19:00 עד 2020-07-21 20:00,34.90192600000006,32.132119000000046
